"Suburb","Address","Price","Baths","Beds","DistanceTime.min.","Distance.km.","Status"
"Ashford","11 Bukkulla Street, Ashford","$109,000"," 1"," 2",441.95,617.125,"ForSale"
"Ashford","7 Besley Street, Ashford","$115,000"," 1"," 3",441.95,617.125,"ForSale"
"Leeton","18 Cypress St, Leeton","$150,000"," 1"," 4",355.416666666667,556.851,"ForSale"
"Matong","37-39 Burke Street, Matong","$169,000"," 2"," 3",313.133333333333,493.882,"ForSale"
"Inverell","20 William Street, Inverell","$180,000"," 1"," 3",403.416666666667,561.941,"ForSale"
"Diamond Beach","Address available on request, Diamond Beach","$12,000 - $16,000 Holiday Home Concept"," 2"," 2",202.2,295.051,"ForSale"
"Nyngan","58 Wambiana Street, Nyngan","$82,500"," 1"," 3",384.766666666667,538.117,"ForSale"
"Mumbil","48 Apsley Crescent, Mumbil","$135,000"," 1"," 2",242.233333333333,308.776,"ForSale"
"Broken Hill","1 Wolfram Street, Broken Hill","$135,000"," 1"," 2",747.5,1126.84,"ForSale"
"Broken Hill","315 Hebbard Street, Broken Hill","$115,000"," 1"," 3",747.5,1126.84,"ForSale"
"Broken Hill","275 Knox Street, Broken Hill","$99,500"," 1"," 3",747.5,1126.84,"ForSale"
"Broken Hill","94 Wills Street, Broken Hill","$90,000"," 1"," 3",747.5,1126.84,"ForSale"
"Moree","66 Anne Street, Moree","$155,000"," 2"," 3",421.2,616.255,"ForSale"
"Tocumwal","Address available on request, Tocumwal","Priced from $ 150,000"," 1"," 2",417.45,692.901,"ForSale"
"Gunnedah","47 Jaeger Avenue, Gunnedah","$139,000"," 1"," 2",295.566666666667,421.48,"ForSale"
"Moree","11 Oak Street, Moree","$110,000"," 1"," 2",421.2,616.255,"ForSale"
"Ganmain","59 LOCH STREET, Ganmain","$139,000"," 1"," 3",304.733333333333,482.076,"ForSale"
"Delegate","Address available on request, Delegate","$161,000"," 1"," 3",328.016666666667,518.137,"ForSale"
"Coolah","62 Binnia Street, Coolah","$120,000"," 2"," 1",268.316666666667,355.334,"ForSale"
"Glen Innes","96 Wentworth Street, Glen Innes","$150,000"," 1"," 2",401.983333333333,559.494,"ForSale"
"Holbrook","10 WELTON STREET, Holbrook","$120,000"," 1"," 2",288.816666666667,488.904,"ForSale"
"Cobar","49 Green Street, Cobar","$157,000"," 1"," 3",461.4,669.21,"ForSale"
"Moree","316 Balo Street, Moree","$140,000"," 1"," 3",421.2,616.255,"ForSale"
"Barraba","25 Flood Street, Barraba","$135,000"," 1"," 3",345.666666666667,486.82,"ForSale"
"Ashford","60 Martyn Street, Ashford","$125,000"," 1"," 3",441.95,617.125,"ForSale"
"Jerilderie","33 Coreen Street, Jerilderie","$145,000.00"," 1"," 2",382.816666666667,620.012,"ForSale"
"Delegate","42 Bombala St, Delegate","$161,000"," 1"," 3",328.016666666667,518.137,"ForSale"
"Cobar","5 Fletcher St, Cobar","$170,000"," 1"," 3",461.4,669.21,"ForSale"
"Delungra","75 Inverell Street, Delungra","$169,000"," 2"," 3",420.716666666667,593.377,"ForSale"
"Moama","Mooring 17 Mooring Deep Creek Marina, Moama","$139,000"," 1"," 1",473.783333333333,776.75,"ForSale"
"Moama","15 Mooring Deep Creek Marina, Moama","$135,000 Offers Invited"," 1"," 1",473.783333333333,776.75,"ForSale"
